단어,품사
폐양자,명사
폐어,명사
폐업,명사
폐역,명사
폐열,명사
폐염,명사
폐엽,명사
폐옥,명사
폐왕,명사
폐용,명사
폐원,명사
폐월수화,명사
폐위,명사
폐유,명사
폐읍,명사
폐의,명사
폐인,명사
폐잔,명사
폐장,명사
폐저,명사
폐적,명사
폐전,명사
폐절,명사
폐점,명사
폐정,명사
폐제,명사
폐조,명사
폐족,명사
폐주,명사
폐지,명사
폐직,명사
폐질,명사
폐차,명사
폐찰,명사
폐창,명사
폐철,명사
폐첨,명사
폐첩,명사
폐총,명사
폐추,명사
폐축,명사
폐출,명사
폐충,명사
폐치,명사
폐침,명사
폐칩,명사
폐타,명사
폐퇴,명사
폐파,명사
폐포,명사
폐표,명사
폐품,명사
폐풍,명사
폐하,명사
폐학,명사
폐학지경,명사
폐함,명사
폐합,명사
폐해,명사
폐행,명사
폐허,명사
폐현,명사
폐혈,명사
폐형,명사
폐호,명사
폐화,명사
폐환,명사
폐회,명사
폐후,명사
폐휴,명사
포가,명사
포가라,명사
포가지,명사
포가차로,명사
포간,명사
포감,명사
포갑,명사
포강,명사
포개놓기법,명사
포개이,명사
포객,명사
포거,명사
포건,명사
포겔,명사
포격,명사
포경,명사
포계,명사
포고,명사
포곡,명사
포공,명사
포과,명사
포과대,명사
포과모,명사
포과사모,명사
포관,명사
포괄,명사
포괴,명사
포교,명사
포구,명사
포구방화모,명사
포구파,명사
포국,명사
포군,명사
포궁,명사
포귀,명사
포규,명사
포금,명사
포기,명사
포기가르기,명사
포기가름법,명사
포기농사,명사
포기못,명사
포기밑거름,명사
포기불고,명사
포기생물려과못,명사
포끽,명사
포나,명사
포난,명사
포납,명사
포낭,명사
포노,명사
포노르,명사
포노스코프,명사
포논,명사
포놀라이트,명사
포니,명사
포니테일,명사
포다기,명사
포단,명사
포단공,명사
포달,명사
포대,명사
포대기,명사
포대짜임,명사
포덕,명사
포덕천하,명사
포데기,명사
포도,명사
포도깃밤나비,명사
포도단졸임,명사
포도로균,명사
포도먹알락밤나비,명사
포도빛,명사
포도상알균,명사
포도수림애기멸구,명사
포도술,명사
포도술산,명사
포도술산칼리움나트리움,명사
포도술석,명사
포도아,명사
포도알균성,명사
포도알균성식중독,명사
포도알균성페염,명사
포도유리밤나비,명사
포도주석,명사
포도청풍뎅이,명사
포도큰깃밤나비,명사
포도큰범돌드레,명사
포도필로톡신,명사
포도필룸,명사
포두,명사
포두공,명사
포두서찬,명사
포두수,명사
포드,명사
포드고르니,명사
포드고리차,명사
포드콘,명사
포디즘,명사
포라,명사
포락,명사
포락지형,명사
포란,명사
포랭이,명사
포럴,명사
포럼,명사
포레,명사
포레스터,명사
포렐,명사
포렴,명사
포령,명사
포로,명사
포록,명사
포루,명사
포류,명사
포류지질,명사
포르,명사
포르노,명사
포르노그래피,명사
포르드프랑스,명사
포르라미,명사
포르루아얄,명사
포르만트,명사
포르말린,명사
포르스만,명사
포르스트,명사
포르차토,명사
포르찬도,명사
포르켈,명사
포르타,명사
포르타멘토,명사
포르탈레자,명사
포르테,명사
포르토리슈,명사
포르토프랭스,명사
포르톨라노,명사
포르투갈,명사
포르투벨류,명사
포르티시모,명사
포르티시시모,명사
포르티씨모,명사
포르티씨씨모,명사
포르피리오스,명사
포르피린,명사
포르핀,명사
포름,명사
포름알데하이드,명사
포름알데히드,명사
포리,명사
포린,명사
포립,명사
포링,명사
포마,명사
포마드,명사
포마이카,명사
포마토,명사
포막,명사
포만,명사
포말,명사
포말하우트,명사
포망,명사
포맷,명사
포맹,명사
포메라니아,명사
포메라니안,명사
포메른,명사
포메이션,명사
포면,명사
포명,명사
포모제,명사
포목,명사
포문,명사
포물,명사
포물선속도,명사
포미,명사
포민,명사
포박,명사
포박자,명사
포반,명사
포방,명사
포배,명사
포백,명사
포벌,명사
포범,명사
포범선,명사
포벽,명사
포변,명사
포병,명사
포병감시땅크,명사
포병기점,명사
포병밀도,명사
포병절,명사
포병지인,명사
포보,명사
포보스,명사
포복,명사
포복리론,명사
포복시험기,명사
포복현상,명사
포부,명사
포부대,명사
포브스,명사
포비,명사
포비슴,명사
포사,명사
포사격수정정찰기,명사
포사다,명사
포살,명사
포삼,명사
포상,명사
포색,명사
포서,명사
포석,명사
포선,명사
포설,명사
포섬,명사
포섭,명사
포성,명사
포세,명사
포세이돈,명사
포소,명사
포속,명사
포손,명사
포쇄,명사
포수,명사
포수지,명사
포수춤,명사
포술,명사
포슈,명사
포스,명사
포스겐,명사
포스젠,명사
포스터,명사
포스토이나,명사
포스트모더니즘,명사
포스트스크립트,명사
포스파겐,명사
포스파미드,명사
포스파타아제,명사
포스파타이드,명사
포스파테이스,명사
포스파티드,명사
포스파티딜콜린,명사
포스포리파제,명사
포스포릴라아제,명사
포스포릴레이스,명사
포스포크레아틴,명사
포스폴리페이스,명사
포스핀,명사
포승,명사
포승농,명사
포시,명사
포시필림,명사
포식,명사
포식건축물,명사
포신,명사
포아,명사
포악,명사
포안,명사
포압,명사
포양,명사
포어그라운드,명사
포어지사,명사
포언,명사
포에지,명사
포역,명사
포연,명사
포열,명사
포엽,명사
포영,명사
포옥,명사
포옹,명사
포외,명사
포용,명사
포워드,명사
포원,명사
포월,명사
포위,명사
포위스,명사
포위외부전선,명사
포위자망,명사
포위환,명사
포유,명사
포육,명사
포율,명사
포은,명사
포음,명사
포의,명사
포의지교,명사
포의지사,명사
포이어바흐,명사
포이에시스,명사
포이히트방거,명사
포인세티아,명사
포인터,명사
포인트,명사
포인팅,명사
포일,명사
포자,명사
포자우네,명사
포자잎,명사
포자주머니,명사
포자줄기,명사
포작,명사
포장,명사
포장기,명사
포장도안,명사
포재,명사
포저,명사
포저화,명사
포전,명사
포전선전실,명사
포전용수량,명사
포절,명사
포절구털벌레,명사
포접,명사
포정,명사
포제,명사
포제기,명사
포젠,명사
포조,명사
포족,명사
포존,명사
포졸,명사
포좌,명사
포좌지,명사
포주,명사
포죽,명사
포준,명사
포줄,명사
포즈,명사
포즈난,명사
포지,명사
포지션,명사
포지트로늄,명사
포지트론,명사
포진,명사
포진상피부염,명사
포질,명사
포집,명사
포징,명사
포차,명사
포착,명사
포찬,명사
포참,명사
포창,명사
포채,명사
포척,명사
포천,명사
포철,명사
포청,명사
포체,명사
포초,명사
포촉,명사
포촌,명사
포총,명사
포추,명사
포츠담,명사
포츠머스,명사
포츠머스강화조약,명사
포치,명사
포치선,명사
포칭,명사
포커,명사
포켓볼,명사
포코,명사
포크,명사
포크너,명사
포크리프트,명사
포크트,명사
포클레인,명사
포키,명사
포킨,명사
포타슘,명사
포타주,명사
포탄,명사
포탄가,명사
포탄비행기,명사
포탄희량,명사
포탈,명사
포탑,명사
포탕,명사
포태,명사
포태지수,명사
포터,명사
포테이토,명사
포텐샬마당,명사
포텐쇼메터적정,명사
포텐차,명사
포토,명사
포토그램,명사
포토다이오드,명사
포토레지스트,명사
포토맵,명사
포토몽타주,명사
포토셀,명사
포토스탯,명사
포토시,명사
포토에칭,명사
포토오더,명사
포토저널리즘,명사
포토제니,명사
포토커플러,명사
포토크로믹,명사
포토키나,명사
포토타이프,명사
포토트랜지스터,명사
포토패브리케이션,명사
포토플레이,명사
포톤,명사
포통,명사
포퇴,명사
포툠킨,명사
포트,명사
포트란,명사
포트루이스,명사
포트리에,명사
포트모르즈비,명사
포트빌라,명사
포트사이드,명사
포트아더,명사
포트엘리자베스,명사
포트오브스페인,명사
포트와인,명사
포트워스,명사
포트웨인,명사
포트윌리엄,명사
포트폴리오,명사
포트하커트,명사
포트해밀턴,명사
포틀랜드,명사
포틀랩,명사
포티,명사
포판,명사
포폄,명사
포폐,명사
포포프,명사
포풍착영,명사
포퓔리슴,명사
포프,명사
포플러,명사
포플린,명사
포피,명사
포필,명사
포학,명사
포한,명사
포함,명사
포합,명사
포항,명사
포핸드,명사
포행,명사
포향,명사
포현,명사
포혈,명사
포혜,명사
포호,명사
포호빙하,명사
포호함포,명사
포화,명사
포화관수,명사
포화기,명사
포화김,명사
포화수식,명사
포화수식관수,명사
포화수식물대기,명사
포화수증기압력,명사
포화자력계,명사
포화탑,명사
포환,명사
포황,명사
포회,명사
포획,명사
포횡,명사
포효,명사
포흠,명사
폭간,명사
폭객,명사
폭거,명사
폭격,명사
폭격밀도,명사
폭격비행대,명사
폭격시준선,명사
폭격조준략도,명사
폭관,명사
폭광,명사
폭굉,명사
폭굉리론,명사
폭군,명사
폭권,명사
폭궐,명사
폭도,명사
폭동,명사
폭등,명사
폭락,명사
폭란,명사
폭력,명사
폭로,명사
폭론,명사
폭롱,명사
폭뢰,명사
폭뢰투뢰기,명사
폭뢰투사기,명사
폭리,명사
폭명,명사
폭명기체,명사
폭민,명사
폭발,명사
폭발다짐,명사
폭발에네르기,명사
폭발조형,명사
폭발집중효과,명사
폭발천공,명사
폭발형단조,명사
폭배,명사
폭백,명사
폭병,명사
폭부,명사
폭사,명사
폭살,명사
폭상,명사
폭서,명사
폭설,명사
폭성,명사
폭소,명사
폭쇄,명사
폭쇠,명사
폭스,명사
폭시,명사
폭식,명사
폭심,명사
폭암,명사
폭압,명사
폭약,명사
폭약비소비량,명사
폭약산소바란스,명사
폭양,명사
폭언,명사
폭연,명사
폭열,명사
폭염,명사
폭우,명사
폭원,명사
폭위,명사
폭음,명사
폭일,명사
폭장,명사
폭정,명사
폭졸,명사
폭종,명사
폭주,명사
폭죽,명사
폭지,명사
폭질,명사
폭창,명사
폭천,명사
폭취,명사
폭치이,명사
폭침,명사
폭탄,명사
폭탄걸개틀,명사
폭탈,명사
폭투,명사
폭파,명사
폭평,명사
폭포,명사
폭풍,명사
폭풍파,명사
폭한,명사
폭행,명사
폭확대곁수,명사
폰다,명사
폰덜,명사
폰드물자,명사
폰비진,명사
폰스,명사
폰키엘리,명사
폰타나,명사
폰타네,명사
폰테인,명사
폰토르모,명사
폰토스,명사
폰토피단,명사
폰툰,명사
폰트,명사
폰트랴긴,명사
폰티아낙,명사
폰티액,명사
폴그레이브,명사
폴기,명사
폴더,명사
폴라니,명사
폴라로그래피,명사
폴라로이드,명사
폴라리스,명사
폴라이우올로,명사
폴란드,명사
폴레보이,명사
폴로,명사
폴로네즈,명사
폴로늄,명사
폴록,명사
폴록사머,명사
폴룩스,명사
폴리그노토스,명사
폴리그래프,명사
폴리글리콜,명사
폴리냐크,명사
폴리네시아,명사
폴리네시아어군,명사
폴리뉴클레오티드,명사
폴리데우케스,명사
폴리돌,명사
폴리리듬,명사
폴리머,명사
폴리미터,명사
폴리버,명사
폴리베르제르,명사
폴리부타디엔,명사
폴리부텐,명사
폴리뷰타다이엔,명사
폴리뷰텐,명사
폴리비오스,명사
폴리비전,명사
폴리비타민,명사
폴리센트리즘,명사
폴리솜,명사
폴리스,명사
폴리스타이렌,명사
폴리스타이롤,명사
폴리스티렌,명사
폴리스티롤,명사
폴리시리무버,명사
폴리아,명사
폴리아마이드,명사
폴리아미드,명사
폴리아민,명사
폴리아세탈,명사
폴리아세틸렌,명사
폴리아이소뷰틸렌,명사
폴리아크릴계수지,명사
폴리아크릴로나이트릴,명사
폴리아크릴로니트릴,명사
폴리에스터,명사
폴리에스테르,명사
폴리에스텔축전기,명사
폴리에터,명사
폴리에테르,명사
폴리에틸렌,명사
폴리에틸렌박막인쇄,명사
폴리엔,명사
폴리예,명사
폴리오,명사
폴리오마비루스,명사
폴리오바이러스,명사
폴리올레핀,명사
폴리우레탄,명사
폴리유레테인,명사
폴리이소부틸렌,명사
폴리진,명사
폴리치아노,명사
폴리카르포스,명사
폴리카보네이트,명사
폴리클레이토스,명사
폴리클로로프렌,명사
폴리테크니즘,명사
폴리테트라플루오로에틸렌,명사
폴리트뷰로,명사
폴리파머시,명사
폴리페모스,명사
폴리펩타이드,명사
폴리펩티드,명사
폴리포니,명사
폴리프로필렌,명사
폴립,명사
폴링,명사
폴매,명사
폴카,명사
폴크스뷔네,명사
폴크스슐레,명사
폴타바,명사
폴트,명사
폼러버,명사
폼알데하이드,명사
폼페이,명사
폼페이우스,명사
폼포나치,명사
폼포소,명사
퐁디셰리,명사
퐁슬레,명사
퐁텐,명사
퐁텐블로,명사
퐁트넬,명사
퐁파두르,명사
퐁피두,명사
푀지,명사
표가,명사
표가라,명사
표객,명사
표겁,명사
표격,명사
표견,명사
표견기,명사
표결,명사
표고,명사
표고투영,명사
표공,명사
표괘,명사
표교,명사
표구,명사
표구렁,명사
표금,명사
